subscription_id,user_id,subscription_date,subscription_cancel_date
2186,2712,2023-01-28,2024-06-18
2187,2713,2020-01-20,2023-09-11
2188,2714,2023-01-02,
2189,2717,2022-06-12,2022-10-31
2190,2717,2023-09-20,
2191,2719,2016-04-02,2024-07-01
2192,2722,2018-06-05,2022-10-13
2193,2723,2024-07-08,
2194,2726,2018-06-26,
2195,2728,2021-02-25,
2196,2731,2017-05-07,2020-04-07
2197,2732,2017-04-26,
2198,2733,2020-08-03,2024-05-23
2199,2736,2023-11-25,
2200,2738,2017-04-28,2023-05-05
2201,2738,2024-07-30,
2202,2740,2017-01-02,2020-12-07
2203,2741,2017-01-23,
2204,2742,2017-10-09,
2205,2743,2023-04-23,2024-06-15
2206,2744,2019-05-17,2020-05-01
2207,2745,2017-12-02,
2208,2747,2013-02-18,
2209,2748,2019-07-01,2020-07-27
2210,2749,2024-12-22,2024-12-22
2211,2751,2023-09-14,
2212,2753,2021-10-25,2022-05-19
2213,2756,2021-01-17,
2214,2758,2022-12-12,2024-12-17
2215,2760,2016-11-11,
2216,2761,2022-07-09,
2217,2763,2024-08-02,
2218,2765,2021-03-31,2024-05-31
2219,2767,2024-01-06,2024-06-24
2220,2768,2019-01-01,2021-07-12
2221,2769,2016-07-27,2017-11-11
2222,2770,2023-10-27,
2223,2772,2023-12-24,
2224,2773,2015-12-06,
2225,2774,2022-07-24,
2226,2777,2023-11-28,
2227,2779,2015-12-21,
2228,2780,2024-02-15,
2229,2782,2024-07-19,
2230,2783,2024-12-01,
2231,2784,2021-11-11,
2232,2785,2019-10-18,2024-07-24
2233,2785,2024-11-17,2024-12-22
2234,2786,2022-10-27,2024-06-04
2235,2787,2024-02-14,2024-06-04
2236,2787,2024-06-14,2024-07-03
2237,2788,2024-02-28,
2238,2790,2024-05-19,
2239,2791,2013-08-13,
2240,2792,2022-08-21,2022-09-25
2241,2793,2020-12-27,2024-11-11
2242,2794,2021-02-18,2022-11-24
2243,2795,2016-06-15,
2244,2796,2015-01-16,2022-10-13
2245,2796,2023-08-06,
2246,2798,2021-07-30,
2247,2799,2024-01-01,2024-09-06
2248,2799,2024-11-25,2024-12-29
2249,2802,2024-03-07,
2250,2804,2015-10-07,
2251,2805,2020-02-21,2022-01-10
2252,2806,2024-10-31,
2253,2808,2024-06-10,2024-08-20
2254,2809,2023-02-28,
2255,2810,2021-04-01,2022-08-31
2256,2811,2019-08-27,2024-11-19
2257,2811,2024-12-29,2024-12-31
2258,2813,2014-07-21,2023-01-28
2259,2814,2024-03-01,
2260,2816,2024-10-22,
2261,2817,2022-04-16,
2262,2818,2023-05-24,2024-09-27
2263,2819,2018-08-07,
2264,2822,2022-07-07,2024-02-21
2265,2823,2022-10-11,2024-10-18
2266,2824,2016-01-19,2016-05-17
2267,2826,2023-07-31,
2268,2827,2014-02-11,2016-06-09
2269,2828,2021-10-27,2022-04-06
2270,2829,2024-07-07,2024-11-30
2271,2829,2024-12-29,
2272,2830,2024-04-22,2024-12-04
2273,2831,2022-07-19,2022-09-17
2274,2831,2024-03-14,
2275,2833,2022-10-07,
2276,2834,2017-08-31,2018-12-26
2277,2834,2020-10-26,
2278,2835,2018-11-26,2022-04-25
2279,2836,2018-10-19,2021-08-08
2280,2837,2023-09-02,
2281,2838,2012-11-03,2015-11-10
2282,2839,2013-05-22,
2283,2840,2023-11-25,2024-02-27
2284,2841,2017-11-29,
2285,2842,2014-09-29,
2286,2843,2022-01-28,2023-06-28
2287,2844,2023-08-04,
2288,2845,2024-10-30,2024-11-21
2289,2845,2024-12-09,2024-12-31
2290,2847,2023-02-21,
2291,2848,2014-04-24,2015-11-22
2292,2848,2023-06-04,
2293,2849,2022-12-14,2024-10-12
2294,2849,2024-12-04,
2295,2850,2022-07-24,
2296,2852,2023-06-17,
2297,2853,2012-06-11,2013-01-10
2298,2854,2023-04-16,
2299,2855,2017-09-13,2017-12-30
2300,2857,2021-10-29,
2301,2860,2022-09-10,2023-03-02
2302,2861,2016-04-18,2022-02-13
2303,2863,2022-11-28,
2304,2867,2023-08-04,
2305,2868,2016-05-27,2020-04-11
2306,2869,2014-01-15,2019-11-18
2307,2871,2023-01-06,2024-07-10
2308,2872,2021-01-15,
2309,2873,2013-09-30,2022-07-05
2310,2874,2021-11-22,
2311,2875,2018-05-27,
2312,2876,2014-12-12,
2313,2877,2023-02-04,2023-02-27
2314,2878,2019-12-01,
2315,2879,2023-04-26,2023-08-26
2316,2879,2024-10-11,2024-11-05
2317,2880,2024-12-31,
2318,2881,2019-01-20,
2319,2882,2022-11-09,
2320,2883,2022-02-18,
2321,2885,2023-01-11,
2322,2886,2019-12-19,
2323,2889,2024-03-12,2024-07-29
2324,2889,2024-09-27,2024-09-28
2325,2893,2020-08-13,2021-10-01
2326,2894,2018-03-22,
2327,2896,2024-06-10,2024-12-31
2328,2896,2024-12-31,
2329,2897,2023-09-29,
2330,2898,2021-03-14,
2331,2899,2023-11-09,
2332,2900,2017-03-01,2024-06-26
2333,2903,2024-01-03,2024-10-26
2334,2903,2024-11-11,2024-11-22
2335,2903,2024-12-17,2024-12-31
2336,2904,2019-12-31,2024-03-23
2337,2906,2022-08-02,
2338,2907,2024-10-22,
2339,2908,2021-11-08,2023-06-23
2340,2909,2013-06-30,2020-07-30
2341,2909,2022-05-20,
2342,2910,2022-04-27,
2343,2912,2024-09-02,
2344,2913,2020-09-04,
2345,2915,2013-10-16,2017-03-06
2346,2915,2019-06-29,2024-09-13
2347,2915,2024-12-25,2024-12-28
2348,2916,2022-07-04,
2349,2917,2017-09-07,
2350,2918,2015-05-26,2017-01-14
2351,2919,2021-04-23,2024-06-09
2352,2919,2024-11-08,2024-11-21
2353,2921,2023-05-04,2024-06-21
2354,2922,2018-07-30,
2355,2923,2017-05-01,2017-06-07
2356,2924,2023-07-26,
2357,2925,2021-06-09,2022-03-07
2358,2927,2023-11-25,
2359,2929,2023-01-11,2024-07-06
2360,2929,2024-12-22,2024-12-26
2361,2929,2024-12-29,
2362,2931,2024-08-20,
2363,2933,2024-10-24,2024-10-31
2364,2935,2022-10-09,2024-02-19
2365,2936,2021-04-18,
2366,2937,2019-05-24,2021-12-19
2367,2938,2022-06-03,2024-09-25
2368,2939,2017-01-10,
2369,2942,2023-11-10,
2370,2943,2021-12-12,
2371,2944,2019-10-13,
2372,2945,2021-10-29,
2373,2946,2023-12-04,
2374,2947,2022-11-30,2023-12-30
2375,2949,2024-05-27,2024-07-20
2376,2949,2024-09-06,
2377,2950,2020-05-04,2021-08-21
2378,2951,2022-09-04,
2379,2954,2015-03-27,2015-04-25
2380,2955,2024-07-06,
2381,2956,2021-03-01,
2382,2957,2024-06-22,2024-10-06
2383,2959,2023-12-20,2024-04-14
2384,2960,2024-11-30,
2385,2962,2020-05-29,
2386,2964,2024-06-08,2024-09-19
2387,2965,2013-08-17,
2388,2966,2024-11-18,
2389,2968,2011-12-15,2014-11-08
2390,2969,2016-04-07,2018-09-07
2391,2973,2022-05-15,
2392,2974,2021-12-20,2023-08-23
2393,2974,2024-07-23,
2394,2975,2024-02-29,2024-03-22
2395,2975,2024-10-29,
2396,2976,2022-01-18,2023-06-13
2397,2977,2024-06-12,2024-09-08
2398,2977,2024-10-08,2024-10-18
2399,2979,2024-12-07,2024-12-28
2400,2980,2019-02-13,
2401,2981,2024-09-09,
2402,2982,2020-01-21,
2403,2983,2023-01-23,2024-01-22
2404,2984,2022-10-03,
2405,2985,2023-07-19,
2406,2986,2018-12-25,
2407,2987,2018-10-18,2023-06-26
2408,2988,2021-08-26,
2409,2989,2013-08-05,2021-10-24
2410,2990,2015-08-16,
2411,2994,2024-03-31,
2412,2995,2022-07-21,2024-02-13
2413,2995,2024-07-22,2024-11-09
2414,2998,2021-04-07,2024-09-01
2415,2998,2024-09-08,
2416,2999,2012-03-17,
2417,3000,2024-02-18,
2418,3001,2021-01-21,2022-07-19
2419,3003,2023-12-31,2024-01-23
2420,3004,2022-10-30,
2421,3006,2024-02-21,
2422,3008,2021-10-08,2024-09-16
2423,3009,2024-12-01,2024-12-09
2424,3010,2012-07-23,2022-02-26
2425,3011,2020-05-24,
2426,3012,2024-03-28,
2427,3013,2012-01-21,2021-05-03
2428,3013,2024-10-16,2024-11-02
2429,3016,2022-10-01,
2430,3017,2016-12-12,2023-02-03
2431,3020,2016-12-16,2018-05-02
2432,3022,2024-12-23,
2433,3024,2013-07-15,2016-06-06
2434,3024,2021-07-10,
2435,3026,2024-11-12,2024-12-14
2436,3027,2019-11-30,2023-12-10
2437,3029,2022-01-12,
2438,3030,2024-10-06,
2439,3031,2018-09-19,
2440,3032,2022-09-02,
2441,3034,2014-07-09,
2442,3035,2019-08-28,2019-08-31
2443,3036,2015-11-17,
2444,3038,2021-07-25,
2445,3040,2015-06-23,
2446,3041,2018-06-17,2022-01-19
2447,3042,2023-07-09,2024-09-05
2448,3044,2021-09-03,
2449,3045,2021-09-17,
2450,3047,2018-12-18,
2451,3048,2023-12-31,
2452,3050,2022-07-26,2023-03-08
2453,3052,2022-05-10,
2454,3054,2016-09-05,
2455,3055,2020-05-02,2022-07-20
2456,3055,2023-10-01,2024-11-22
2457,3057,2024-04-12,2024-12-25
2458,3057,2024-12-29,
2459,3058,2024-12-20,2024-12-20
2460,3060,2021-03-26,2022-06-11
2461,3061,2024-07-21,2024-08-24
2462,3063,2019-05-18,2021-12-11
2463,3064,2024-07-18,
2464,3065,2021-05-14,2024-08-02
2465,3066,2023-06-10,
2466,3067,2024-12-25,2024-12-30
2467,3067,2024-12-31,2024-12-31
2468,3068,2023-08-02,
2469,3070,2024-05-13,2024-10-15
2470,3070,2024-12-30,
2471,3072,2024-06-07,
2472,3074,2023-08-25,
2473,3075,2013-02-16,2014-08-06
2474,3077,2023-02-16,2023-11-12
2475,3078,2021-01-15,
2476,3081,2024-08-09,2024-12-13
2477,3082,2020-08-08,2023-10-13
2478,3082,2023-12-19,2024-06-27
2479,3082,2024-09-23,
2480,3083,2022-12-18,
2481,3088,2023-06-18,
2482,3090,2019-09-24,
2483,3091,2020-12-13,
2484,3092,2024-09-18,2024-10-26
2485,3093,2023-05-18,2024-01-05
2486,3094,2019-08-11,2022-09-06
2487,3095,2024-04-04,2024-06-21
2488,3096,2024-11-05,2024-12-02
2489,3098,2020-05-11,
2490,3099,2024-11-09,
2491,3100,2020-02-08,2022-08-16
2492,3101,2014-01-24,2021-02-02
2493,3102,2023-04-27,
2494,3105,2014-08-11,
2495,3106,2019-07-05,
2496,3108,2020-05-29,2023-05-11
2497,3109,2021-11-01,2024-01-05
2498,3113,2022-05-11,2023-09-22
2499,3115,2014-09-07,
2500,3116,2024-06-22,
2501,3117,2023-09-06,
2502,3119,2024-06-22,
2503,3120,2015-04-05,2020-12-28
2504,3121,2021-11-09,2023-02-04
2505,3121,2024-04-09,
2506,3122,2024-03-02,2024-07-20
2507,3123,2017-10-11,2018-07-14
2508,3125,2017-10-06,
2509,3126,2022-02-02,
2510,3128,2024-12-03,2024-12-25
2511,3130,2019-11-22,
2512,3132,2024-02-11,
2513,3133,2017-10-19,2023-06-04
2514,3133,2024-05-04,
2515,3134,2018-01-05,
2516,3135,2024-11-09,
2517,3136,2022-08-16,2023-09-07
2518,3137,2015-07-23,2021-08-20
2519,3140,2023-10-23,2024-01-24
2520,3140,2024-02-18,2024-08-01
2521,3140,2024-12-22,2024-12-29
2522,3141,2019-04-14,2021-05-03
2523,3143,2015-03-24,2020-01-28
2524,3144,2023-01-22,2023-09-18
2525,3145,2024-02-18,
2526,3147,2024-02-13,2024-04-08
2527,3148,2019-08-23,
2528,3149,2017-08-13,2017-12-07
2529,3150,2018-06-28,2023-07-27
2530,3151,2023-03-03,
2531,3152,2023-06-04,2023-09-19
2532,3153,2024-03-02,
2533,3154,2024-03-20,2024-06-30
2534,3157,2017-05-27,2024-07-09
2535,3158,2017-05-25,2017-08-08
2536,3159,2023-03-29,
2537,3160,2018-07-29,
2538,3161,2021-12-03,2024-01-19
2539,3163,2024-04-24,2024-06-26
2540,3164,2020-12-31,
2541,3165,2023-07-15,
2542,3166,2022-06-27,2024-05-09
2543,3167,2024-02-07,
2544,3168,2020-12-30,
2545,3170,2018-05-25,2022-10-05
2546,3172,2019-01-03,
2547,3173,2021-04-17,2024-09-25
2548,3174,2024-11-25,
2549,3176,2021-01-02,2024-12-30
2550,3177,2016-08-24,
2551,3178,2016-08-29,2023-09-22
2552,3178,2024-07-19,
2553,3179,2022-05-19,
2554,3180,2023-01-12,
2555,3183,2018-03-25,
2556,3184,2022-01-12,2022-02-28
2557,3184,2023-09-30,
2558,3185,2023-01-31,2023-10-20
2559,3185,2024-10-12,2024-10-12
2560,3187,2020-12-20,
2561,3188,2017-06-27,2022-11-21
2562,3190,2020-11-20,
2563,3191,2016-09-03,
2564,3192,2016-03-20,2019-04-01
2565,3192,2019-08-28,
2566,3193,2020-11-28,2021-12-30
2567,3194,2023-12-24,2024-05-07
2568,3194,2024-09-21,2024-10-05
2569,3196,2024-01-01,2024-12-08
2570,3196,2024-12-17,
2571,3198,2024-05-23,2024-08-13
2572,3200,2024-12-11,
2573,3201,2024-11-22,2024-12-21
2574,3201,2024-12-29,2024-12-30
2575,3202,2022-12-25,2023-01-15
2576,3202,2024-07-12,
2577,3203,2021-06-28,2022-11-01
2578,3203,2023-12-10,
2579,3204,2018-04-01,
2580,3205,2019-09-25,
2581,3207,2021-05-30,2023-12-05
2582,3215,2023-08-31,
2583,3216,2015-01-12,2022-02-26
2584,3217,2018-11-29,
2585,3218,2024-08-10,
2586,3219,2022-11-12,
2587,3220,2024-07-20,
2588,3221,2024-10-09,
2589,3223,2022-06-28,
2590,3225,2024-11-10,2024-12-28
2591,3227,2023-11-27,2023-12-19
2592,3227,2024-09-17,
2593,3230,2012-04-08,2024-02-27
2594,3231,2023-10-14,2023-11-07
2595,3231,2024-01-21,
2596,3232,2018-05-28,2021-01-17
2597,3233,2024-03-05,
2598,3235,2024-09-16,2024-10-19
2599,3236,2024-12-07,
2600,3237,2019-07-20,2020-03-01
2601,3237,2024-10-19,2024-12-19
2602,3237,2024-12-24,2024-12-30
2603,3239,2020-10-17,2024-10-01
2604,3240,2019-06-01,2024-09-01
2605,3240,2024-09-11,
2606,3242,2021-12-15,
2607,3243,2023-06-05,
2608,3244,2018-06-09,2021-04-06
2609,3245,2019-06-06,
2610,3246,2017-09-11,
2611,3247,2015-08-22,2017-01-29
2612,3248,2020-11-08,2022-10-27
2613,3249,2021-11-20,2023-03-12
2614,3251,2019-06-13,
2615,3252,2015-11-26,2023-09-02
2616,3254,2015-02-22,2021-05-04
2617,3254,2024-12-19,
2618,3255,2013-08-12,2020-07-14
2619,3256,2021-12-14,
2620,3257,2020-05-07,2020-08-26
2621,3260,2024-03-01,
2622,3261,2018-11-21,
2623,3262,2018-12-27,2020-10-23
2624,3262,2021-01-21,2023-09-25
2625,3262,2023-11-10,2024-03-27
2626,3263,2023-09-07,2024-12-25
2627,3265,2024-07-30,
2628,3266,2024-02-20,2024-10-14
2629,3266,2024-12-27,2024-12-27
2630,3271,2024-12-08,
2631,3272,2018-01-18,
2632,3274,2024-04-11,
2633,3275,2022-08-02,
2634,3276,2023-05-26,2024-08-16
2635,3276,2024-11-15,2024-12-09
2636,3277,2023-03-16,
2637,3278,2023-04-26,
2638,3279,2024-10-17,2024-12-25
2639,3282,2017-04-03,2020-05-15
2640,3283,2020-10-11,2021-12-29
2641,3284,2020-02-20,
2642,3287,2011-06-14,
2643,3288,2022-05-14,2023-08-21
2644,3289,2022-05-23,
2645,3290,2019-10-10,
2646,3292,2023-08-18,2024-11-08
2647,3293,2024-12-09,
2648,3294,2018-08-25,2022-06-06
2649,3295,2019-03-02,
2650,3296,2024-06-12,
2651,3297,2019-07-03,
2652,3298,2021-03-14,
2653,3300,2022-03-10,
2654,3302,2024-09-08,2024-12-30
2655,3304,2024-01-24,
2656,3306,2023-07-13,2023-10-01
2657,3307,2024-07-02,2024-07-25
2658,3308,2021-05-04,2022-03-13
2659,3309,2022-02-06,
2660,3310,2012-06-29,
2661,3312,2024-06-17,2024-07-13
2662,3314,2023-03-18,
2663,3315,2023-07-12,2023-11-01
2664,3315,2023-12-05,
2665,3318,2022-12-21,2024-11-08
2666,3319,2020-11-01,
2667,3321,2019-08-14,2020-08-15
2668,3321,2020-12-06,
2669,3322,2018-07-05,2021-03-23
2670,3322,2022-10-10,
2671,3323,2022-12-19,2022-12-30
2672,3323,2024-06-05,
2673,3325,2018-07-09,
2674,3326,2017-09-17,
2675,3328,2023-10-24,
2676,3329,2024-01-22,2024-05-05
2677,3329,2024-09-19,
2678,3330,2022-05-20,2024-03-18
2679,3330,2024-10-25,2024-12-19
2680,3330,2024-12-26,
2681,3331,2016-12-16,2023-05-29
2682,3333,2024-11-23,
2683,3334,2021-11-30,2022-05-31
2684,3336,2020-12-08,
2685,3338,2018-01-04,
2686,3339,2023-11-22,
2687,3341,2020-10-12,2022-09-16
2688,3342,2015-01-22,2015-07-05
2689,3343,2021-09-19,2024-01-27
2690,3345,2022-06-18,2024-02-06
2691,3346,2024-12-23,
2692,3347,2017-07-14,2021-05-09
2693,3349,2021-09-25,2024-12-24
2694,3349,2024-12-25,2024-12-28
2695,3349,2024-12-31,
2696,3350,2017-01-16,2019-02-09
2697,3350,2022-05-27,
2698,3351,2020-04-10,
2699,3352,2023-11-24,2024-02-06
2700,3352,2024-05-16,
2701,3353,2010-11-06,2017-07-09
2702,3353,2024-01-20,
2703,3354,2024-09-23,
2704,3355,2024-02-26,2024-03-10
2705,3355,2024-03-15,
2706,3356,2022-04-15,
2707,3360,2022-01-20,2022-09-18
2708,3365,2018-04-23,
2709,3366,2023-03-24,
2710,3367,2023-09-26,2024-03-18
2711,3368,2024-10-28,2024-12-27
2712,3369,2022-12-03,
2713,3370,2023-12-31,
2714,3372,2021-01-10,2021-01-24
2715,3373,2020-12-15,2023-08-21
2716,3373,2024-05-20,2024-09-01
2717,3374,2023-08-16,
2718,3376,2014-08-27,
2719,3377,2022-12-26,2023-07-13
2720,3377,2023-09-08,2024-01-23
2721,3378,2022-04-15,2022-08-08
2722,3379,2024-09-02,
2723,3380,2023-10-18,2024-08-08
2724,3381,2024-12-13,
2725,3383,2019-11-12,
2726,3385,2018-05-17,2018-10-27
2727,3386,2014-09-14,
2728,3392,2020-03-15,2023-02-25
2729,3393,2020-11-30,2023-12-21
2730,3394,2022-10-10,2024-08-18
2731,3395,2023-10-23,
2732,3396,2022-02-19,
2733,3397,2020-05-14,2023-08-16
2734,3398,2024-05-28,
2735,3399,2018-06-25,
2736,3402,2014-08-16,
2737,3403,2023-12-18,
2738,3404,2013-06-30,
2739,3405,2024-07-17,2024-12-12
2740,3406,2024-02-13,
2741,3408,2017-12-18,2018-04-06
2742,3410,2023-04-14,
2743,3412,2023-05-16,
2744,3413,2017-06-02,
2745,3414,2020-07-07,2022-07-05
2746,3417,2022-05-06,
2747,3419,2014-02-08,2024-04-10
2748,3420,2018-11-30,2021-01-30
2749,3420,2023-09-21,
2750,3421,2024-09-27,2024-10-15
2751,3422,2024-11-30,
2752,3423,2020-08-19,2024-11-23
2753,3424,2015-06-01,
2754,3425,2024-02-21,2024-09-27
2755,3426,2023-03-16,
2756,3427,2020-05-26,2022-03-02
2757,3431,2021-03-08,
2758,3432,2024-03-15,
2759,3433,2024-03-21,
2760,3435,2022-12-31,
2761,3437,2024-04-05,
2762,3439,2020-08-30,
2763,3441,2024-12-01,2024-12-22
2764,3441,2024-12-31,2024-12-31
2765,3442,2023-10-13,
2766,3443,2023-10-16,
2767,3444,2022-07-17,
2768,3446,2024-07-21,
2769,3447,2024-10-26,
2770,3448,2021-04-09,
2771,3449,2021-05-17,
2772,3450,2013-10-05,2020-03-16
2773,3450,2022-07-12,2024-01-14
2774,3451,2021-05-15,2023-06-23
2775,3452,2020-10-16,
2776,3453,2023-02-25,2023-06-03
2777,3454,2020-12-04,
2778,3455,2024-10-10,2024-11-30
2779,3455,2024-12-17,
2780,3456,2024-04-17,
2781,3457,2024-05-11,2024-06-09
2782,3457,2024-07-04,2024-12-27
2783,3458,2019-11-15,
2784,3459,2024-02-23,
2785,3462,2021-02-11,
2786,3463,2021-07-11,
2787,3464,2021-08-01,
2788,3465,2023-07-17,2024-01-06
2789,3465,2024-09-16,
2790,3467,2023-10-10,2024-01-02
2791,3468,2024-09-29,
2792,3469,2024-12-28,2024-12-31
2793,3469,2024-12-31,
2794,3470,2017-07-17,
2795,3471,2022-12-10,
2796,3472,2024-02-04,
2797,3473,2013-03-22,
2798,3475,2020-05-10,2020-10-08
2799,3479,2020-12-29,
2800,3480,2021-08-01,
2801,3482,2022-03-26,
2802,3483,2024-08-07,2024-12-26
2803,3484,2023-06-04,2023-06-17
2804,3485,2019-11-29,2021-11-14
2805,3485,2022-04-06,
2806,3486,2024-02-16,
2807,3487,2022-10-18,
2808,3488,2021-12-29,2022-08-11
2809,3488,2022-10-05,
2810,3489,2021-04-11,2021-07-07
2811,3489,2022-02-22,
2812,3490,2020-04-12,
2813,3492,2019-01-11,2021-10-15
2814,3493,2020-06-26,2023-06-09
2815,3495,2023-05-21,2024-07-23
2816,3496,2019-04-03,
2817,3497,2022-01-27,
2818,3498,2021-06-10,2022-05-01
2819,3500,2023-09-21,
2820,3501,2022-07-31,2022-11-12
2821,3501,2024-08-16,
2822,3502,2022-10-29,
2823,3503,2018-08-12,2023-10-27
2824,3504,2023-02-28,
2825,3507,2021-01-17,2024-09-17
2826,3508,2024-01-13,2024-06-16
2827,3510,2022-02-16,2023-09-05
2828,3510,2024-11-15,2024-12-11
2829,3512,2018-01-25,2024-03-27
2830,3514,2023-03-12,2024-04-12
2831,3514,2024-04-19,2024-10-02
2832,3519,2018-10-24,
2833,3520,2018-09-19,
2834,3522,2019-10-06,2022-12-31
2835,3522,2024-09-27,2024-11-10
2836,3523,2018-08-22,
2837,3524,2022-01-10,2023-10-26
2838,3525,2021-03-01,2021-11-15
2839,3526,2022-07-17,2022-12-28
2840,3528,2011-07-07,
2841,3529,2024-07-12,
2842,3531,2011-01-05,
2843,3532,2024-06-21,
2844,3534,2017-12-01,
2845,3535,2024-03-21,2024-05-14
2846,3536,2014-01-29,2019-09-28
2847,3537,2022-06-14,
2848,3538,2022-05-25,
2849,3539,2022-09-02,
2850,3540,2022-12-15,
2851,3541,2014-10-08,
2852,3542,2018-03-15,2020-08-26
2853,3542,2022-04-27,
2854,3544,2017-10-25,2021-04-20
2855,3545,2019-02-02,2023-05-20
2856,3546,2023-04-03,2024-02-14
2857,3546,2024-08-05,2024-08-29
2858,3547,2018-05-07,2018-05-27
2859,3548,2023-01-15,
2860,3549,2023-03-24,2023-07-29
2861,3550,2020-09-28,2021-09-21
2862,3554,2024-07-02,2024-08-29
2863,3556,2022-12-27,2023-06-18
2864,3557,2022-07-13,2024-03-09
2865,3557,2024-05-05,
2866,3559,2013-08-14,
2867,3560,2022-10-06,
2868,3561,2024-04-10,
2869,3562,2021-02-14,2024-01-15
2870,3564,2024-02-11,
2871,3565,2021-11-12,
2872,3566,2022-07-16,
2873,3567,2022-07-23,
2874,3568,2018-12-21,
2875,3569,2017-07-14,2020-03-16
2876,3569,2020-09-16,
2877,3570,2022-11-10,
2878,3571,2021-12-16,2022-05-01
2879,3571,2023-08-07,
2880,3572,2024-11-15,2024-12-30
2881,3573,2020-03-24,
2882,3574,2020-12-21,
2883,3576,2024-01-20,
2884,3577,2020-08-20,2021-05-04
2885,3578,2023-01-02,
2886,3579,2013-07-15,2022-01-17
2887,3580,2023-07-28,2024-11-13
2888,3581,2022-06-02,
2889,3582,2022-02-19,
2890,3584,2023-08-09,
2891,3585,2024-08-26,2024-12-07
2892,3586,2023-10-26,2024-02-22
2893,3587,2019-11-25,2023-07-25
2894,3587,2024-02-06,2024-08-03
2895,3588,2019-09-30,
2896,3589,2022-11-20,
2897,3590,2018-10-10,
2898,3592,2022-08-06,2024-03-02
2899,3594,2022-07-14,
2900,3596,2016-12-25,2023-04-22
2901,3598,2023-07-16,2023-10-09
2902,3599,2021-03-03,
2903,3600,2020-08-24,2024-07-13
2904,3601,2016-01-04,2020-07-23
2905,3602,2024-12-19,2024-12-31
2906,3603,2023-09-12,2024-02-05
2907,3604,2020-02-04,
2908,3605,2020-04-01,2023-06-27
2909,3605,2024-01-26,2024-09-20
2910,3606,2023-11-24,2024-12-06
2911,3607,2020-05-13,
2912,3608,2022-03-26,2023-12-08
2913,3609,2022-07-29,2023-12-23
2914,3610,2018-06-11,2024-08-26
2915,3611,2021-01-01,2023-06-16
2916,3611,2024-03-04,2024-07-11
2917,3613,2021-09-19,
2918,3614,2019-09-27,2024-01-25
2919,3615,2023-09-26,2023-11-09
2920,3615,2024-11-07,
2921,3616,2024-11-08,
2922,3618,2024-10-10,
2923,3620,2014-07-31,
2924,3621,2020-03-19,2023-11-29
2925,3621,2024-12-17,2024-12-29
2926,3621,2024-12-29,
2927,3622,2021-04-27,2022-07-17
2928,3623,2022-10-13,2024-09-15
2929,3625,2024-06-02,
2930,3627,2021-06-07,
2931,3628,2021-11-06,
2932,3629,2023-04-17,
2933,3630,2024-01-26,
2934,3631,2024-10-21,2024-11-10
2935,3631,2024-11-29,2024-12-09
2936,3632,2020-07-18,2023-03-06
2937,3633,2021-11-19,
2938,3634,2024-07-05,
2939,3635,2020-05-10,2024-10-21
2940,3635,2024-11-21,
2941,3638,2019-10-07,2021-03-06
2942,3639,2014-07-29,
2943,3641,2017-04-14,
2944,3642,2015-03-30,2016-04-07
2945,3645,2015-11-18,2021-07-17
2946,3646,2024-12-16,
2947,3647,2018-12-27,2020-02-21
2948,3648,2022-04-10,
2949,3649,2023-10-10,2024-11-23
2950,3649,2024-12-18,2024-12-23
2951,3650,2024-09-02,
2952,3651,2019-08-24,
2953,3652,2021-10-29,2023-10-10
2954,3652,2024-03-14,
2955,3654,2018-06-15,2020-03-11
2956,3654,2021-01-22,2021-02-02
2957,3654,2022-11-12,
2958,3656,2020-03-13,2024-01-04
2959,3657,2022-11-27,2024-09-09
2960,3658,2022-03-25,2022-12-01
2961,3659,2024-04-11,2024-04-15
2962,3660,2020-08-01,
2963,3661,2023-09-23,2024-07-18
2964,3662,2023-11-27,2024-01-05
2965,3663,2015-05-05,
2966,3664,2019-09-30,
2967,3665,2024-03-05,2024-12-23
2968,3665,2024-12-27,
2969,3666,2024-09-24,
2970,3667,2019-11-04,
2971,3669,2022-06-11,2022-08-21
2972,3671,2023-01-22,2023-10-29
2973,3672,2024-08-17,2024-10-15
2974,3672,2024-12-21,
2975,3673,2018-07-30,
2976,3674,2022-06-05,2024-01-03
2977,3674,2024-10-21,2024-12-17
2978,3674,2024-12-24,2024-12-25
2979,3675,2023-06-03,2024-09-27
2980,3678,2021-12-19,
2981,3679,2020-09-15,2021-03-23
2982,3679,2022-06-19,2024-01-18
2983,3679,2024-03-07,
2984,3680,2022-07-21,2024-09-02
2985,3683,2019-09-23,
2986,3684,2022-04-27,2024-05-23
2987,3685,2015-06-06,
2988,3686,2018-09-26,2022-06-28
2989,3687,2016-01-14,
2990,3688,2024-12-21,
2991,3689,2019-03-26,
2992,3692,2024-12-19,2024-12-25
2993,3692,2024-12-30,2024-12-31
2994,3695,2018-09-13,2023-03-02
2995,3695,2023-11-19,
2996,3696,2024-07-28,2024-11-16
2997,3697,2022-11-12,2024-08-09
2998,3700,2021-11-26,2022-06-25
2999,3701,2020-10-26,
3000,3702,2024-10-04,2024-10-16
3001,3703,2023-11-03,2024-06-13
3002,3704,2024-08-23,2024-12-16
3003,3706,2018-12-27,
3004,3707,2023-06-08,2024-04-08
3005,3707,2024-08-03,2024-10-18
3006,3711,2020-07-25,
3007,3712,2014-10-26,
3008,3714,2023-03-30,
3009,3715,2020-01-01,
