session_id,user_id,session_date,time_spent_seconds,device
7756,1541,2023-12-15,3977,Desktop
7757,1541,2019-10-04,2264,Desktop
7758,1541,2013-06-10,5982,Desktop
7759,1541,2016-08-18,610,Mobile
7760,1541,2024-10-25,11612,Desktop
7761,1541,2016-08-20,6911,Desktop
7762,1541,2013-01-21,5884,Desktop
7763,1541,2019-10-08,22338,Mobile
7764,1542,2024-06-29,5496,Mobile
7765,1542,2024-11-19,2411,Mobile
7766,1542,2024-03-23,1451,Mobile
7767,1542,2024-07-11,21293,Mobile
7768,1542,2024-01-11,3774,Desktop
7769,1542,2024-02-18,10314,Desktop
7770,1542,2024-10-14,2508,Desktop
7771,1543,2020-11-20,5251,Mobile
7772,1543,2023-12-20,2428,Mobile
7773,1543,2024-11-09,4876,Desktop
7774,1543,2022-07-01,1565,Desktop
7775,1543,2023-04-10,2480,Desktop
7776,1544,2017-06-11,1377,Desktop
7777,1544,2024-12-17,1406,Mobile
7778,1545,2021-08-24,1500,Mobile
7779,1545,2020-08-12,1647,Mobile
7780,1545,2019-02-13,1779,Mobile
7781,1545,2018-03-21,1400,Mobile
7782,1545,2023-12-26,4292,Mobile
7783,1545,2023-09-29,11068,Desktop
7784,1546,2022-10-15,1198,Desktop
7785,1546,2022-12-26,3147,Desktop
7786,1546,2023-01-17,10259,Desktop
7787,1546,2023-01-20,9827,Desktop
7788,1546,2023-03-28,757,Desktop
7789,1546,2024-11-28,11189,Desktop
7790,1546,2023-08-14,1743,Mobile
7791,1546,2023-09-04,7004,Mobile
7792,1547,2019-01-06,1773,Desktop
7793,1547,2014-02-14,1516,Desktop
7794,1547,2018-10-02,2110,Mobile
7795,1547,2017-04-21,11967,Tablet
7796,1547,2011-11-28,25504,Desktop
7797,1548,2024-02-16,1559,Desktop
7798,1548,2022-11-22,21385,Desktop
7799,1548,2022-01-30,4935,Mobile
7800,1549,2018-12-03,8493,Mobile
7801,1549,2023-06-06,419,Mobile
7802,1549,2018-09-04,5123,Mobile
7803,1549,2015-12-12,2441,Tablet
7804,1549,2022-05-26,2540,Desktop
7805,1550,2024-06-20,23880,Desktop
7806,1550,2014-04-24,883,Desktop
7807,1550,2020-10-24,2761,Mobile
7808,1550,2018-10-09,2312,Desktop
7809,1550,2013-11-16,3886,Mobile
7810,1550,2020-05-01,18257,Desktop
7811,1551,2021-05-26,1812,Mobile
7812,1551,2018-06-11,1674,Desktop
7813,1551,2016-02-24,8349,Desktop
7814,1551,2017-06-02,3358,Desktop
7815,1551,2019-03-12,536,Desktop
7816,1551,2020-09-01,3614,Desktop
7817,1551,2021-05-24,4218,Desktop
7818,1551,2017-05-23,21799,Desktop
7819,1551,2017-10-11,13218,Desktop
7820,1552,2022-10-26,3275,Tablet
7821,1552,2024-10-12,6993,Mobile
7822,1552,2020-11-18,1153,Desktop
7823,1552,2019-07-20,6185,Mobile
7824,1552,2020-04-06,2374,Mobile
7825,1552,2023-05-20,6792,Mobile
7826,1552,2021-07-09,3198,Tablet
7827,1553,2019-05-02,6860,Mobile
7828,1553,2022-09-22,2190,Mobile
7829,1553,2021-03-27,692,Desktop
7830,1553,2021-07-24,4607,Mobile
7831,1553,2018-10-26,1307,Desktop
7832,1553,2019-08-10,4041,Mobile
7833,1553,2022-02-24,7329,Desktop
7834,1553,2020-03-20,4367,Desktop
7835,1553,2024-09-08,7867,Desktop
7836,1554,2024-11-18,4514,Mobile
7837,1554,2024-07-04,6128,Mobile
7838,1554,2024-08-03,4845,Mobile
7839,1554,2023-09-30,4235,Desktop
7840,1554,2024-11-16,629,Mobile
7841,1555,2024-08-30,2121,Mobile
7842,1555,2024-12-15,433,Mobile
7843,1555,2023-12-19,1729,Desktop
7844,1555,2023-01-14,2379,Mobile
7845,1555,2024-03-11,706,Desktop
7846,1555,2024-12-17,5776,Mobile
7847,1555,2024-09-27,10951,Tablet
7848,1556,2020-12-03,1736,Mobile
7849,1556,2024-08-20,7619,Desktop
7850,1556,2023-09-11,4542,Mobile
7851,1557,2017-07-16,863,Desktop
7852,1557,2020-12-17,2143,Mobile
7853,1557,2018-10-11,3711,Mobile
7854,1557,2014-12-07,1303,Tablet
7855,1557,2013-04-23,12030,Desktop
7856,1557,2022-12-07,1145,Mobile
7857,1557,2023-08-20,15356,Mobile
7858,1557,2023-04-01,8584,Desktop
7859,1558,2017-07-24,2427,Mobile
7860,1558,2019-05-04,1090,Mobile
7861,1558,2023-06-10,7407,Desktop
7862,1558,2019-08-19,5277,Mobile
7863,1558,2022-02-25,15248,Desktop
7864,1558,2017-10-13,2778,Mobile
7865,1558,2020-12-18,340,Mobile
7866,1559,2019-09-02,1551,Desktop
7867,1559,2021-03-04,2448,Tablet
7868,1559,2020-08-01,1317,Mobile
7869,1559,2021-01-16,529,Mobile
7870,1559,2019-02-14,18589,Mobile
7871,1559,2019-06-20,3306,Tablet
7872,1560,2023-04-24,4876,Desktop
7873,1560,2020-12-28,4750,Mobile
7874,1560,2021-08-03,3293,Desktop
7875,1560,2023-02-08,4088,Mobile
7876,1560,2022-05-16,804,Desktop
7877,1561,2017-06-08,2756,Desktop
7878,1561,2019-12-15,1825,Tablet
7879,1561,2023-06-02,11738,Desktop
7880,1561,2023-10-22,1657,Mobile
7881,1561,2024-02-22,576,Desktop
7882,1561,2024-05-26,3295,Desktop
7883,1562,2023-09-21,889,Mobile
7884,1562,2024-07-19,20901,Desktop
7885,1562,2024-05-13,3335,Desktop
7886,1562,2024-08-09,439,Mobile
7887,1563,2019-11-08,9891,Desktop
7888,1563,2017-12-08,9089,Desktop
7889,1563,2021-06-21,2515,Desktop
7890,1563,2022-10-01,2134,Desktop
7891,1563,2022-12-19,409,Mobile
7892,1564,2020-04-12,3694,Mobile
7893,1564,2024-12-25,8461,Desktop
7894,1564,2014-06-28,520,Desktop
7895,1564,2016-05-31,7346,Mobile
7896,1564,2019-09-10,4337,Mobile
7897,1564,2020-03-02,1991,Tablet
7898,1564,2015-10-05,873,Mobile
7899,1564,2022-07-08,2594,Desktop
7900,1564,2023-04-16,5251,Tablet
7901,1565,2018-05-22,4226,Desktop
7902,1565,2024-02-06,2683,Desktop
7903,1565,2012-08-22,16563,Mobile
7904,1565,2015-02-25,1681,Mobile
7905,1566,2017-12-24,15471,Desktop
7906,1566,2021-06-09,7170,Desktop
7907,1567,2021-03-01,2278,Desktop
7908,1567,2019-07-05,3080,Mobile
7909,1567,2014-05-09,1483,Desktop
7910,1567,2018-05-21,5178,Tablet
7911,1567,2019-08-06,10350,Desktop
7912,1568,2024-05-31,7128,Desktop
7913,1568,2015-09-29,11381,Desktop
7914,1569,2023-02-27,2698,Mobile
7915,1569,2022-10-09,2030,Desktop
7916,1569,2016-11-26,4805,Mobile
7917,1569,2024-04-23,3140,Mobile
7918,1570,2020-12-21,496,Desktop
7919,1570,2023-11-20,14160,Desktop
7920,1570,2024-04-29,2905,Desktop
7921,1570,2022-01-20,4995,Mobile
7922,1570,2020-08-06,1403,Mobile
7923,1570,2024-03-01,33526,Mobile
7924,1570,2020-05-28,3000,Mobile
7925,1571,2015-05-03,3164,Tablet
7926,1571,2015-06-17,2816,Desktop
7927,1571,2023-09-06,6792,Tablet
7928,1571,2022-03-29,4017,Desktop
7929,1571,2014-11-21,389,Desktop
7930,1572,2022-06-06,4411,Mobile
7931,1572,2023-09-04,7477,Desktop
7932,1572,2018-04-08,1754,Desktop
7933,1573,2024-07-28,3024,Desktop
7934,1573,2024-10-02,478,Desktop
7935,1574,2017-04-01,1752,Mobile
7936,1574,2017-02-14,6614,Desktop
7937,1574,2022-11-18,4267,Desktop
7938,1574,2020-09-16,3714,Mobile
7939,1574,2019-01-29,21133,Desktop
7940,1574,2016-06-19,5679,Mobile
7941,1574,2022-10-15,378,Desktop
7942,1575,2023-12-30,2138,Tablet
7943,1575,2024-04-02,17997,Desktop
7944,1575,2023-09-07,179,Desktop
7945,1576,2023-07-28,812,Mobile
7946,1576,2021-01-23,2495,Desktop
7947,1577,2023-05-21,14110,Desktop
7948,1577,2023-11-28,6255,Mobile
7949,1577,2024-06-17,51856,Desktop
7950,1577,2024-11-11,2261,Mobile
7951,1577,2024-04-18,10136,Mobile
7952,1577,2024-03-05,2767,Desktop
7953,1578,2024-12-21,20559,Tablet
7954,1578,2021-04-08,630,Desktop
7955,1578,2024-06-12,33042,Mobile
7956,1578,2018-07-27,4881,Tablet
7957,1578,2021-11-19,8618,Desktop
7958,1578,2023-04-08,2045,Tablet
7959,1578,2018-10-13,4144,Desktop
7960,1579,2022-05-17,3645,Desktop
7961,1579,2024-03-07,696,Desktop
7962,1579,2019-12-13,5525,Desktop
7963,1579,2023-06-10,943,Mobile
7964,1580,2017-04-14,1056,Desktop
7965,1580,2011-10-09,5049,Desktop
7966,1580,2017-02-06,1791,Mobile
7967,1581,2024-02-22,11615,Desktop
7968,1581,2023-08-13,199,Desktop
7969,1581,2023-06-27,2373,Desktop
7970,1581,2024-09-19,15157,Desktop
7971,1581,2024-01-03,12299,Mobile
7972,1582,2019-10-23,4424,Mobile
7973,1582,2023-05-18,1930,Mobile
7974,1582,2020-03-29,1507,Mobile
7975,1582,2024-01-04,13092,Tablet
7976,1583,2018-02-07,2108,Mobile
7977,1583,2021-09-09,813,Desktop
7978,1584,2023-10-03,8396,Mobile
7979,1584,2023-11-08,1999,Desktop
7980,1584,2021-04-21,5247,Tablet
7981,1584,2021-06-02,4453,Mobile
7982,1584,2023-07-26,49266,Desktop
7983,1584,2023-02-13,6993,Tablet
7984,1585,2013-11-02,4983,Tablet
7985,1586,2020-11-19,4728,Desktop
7986,1586,2020-08-02,5705,Mobile
7987,1586,2018-11-05,2141,Mobile
7988,1586,2020-12-11,3436,Tablet
7989,1586,2024-04-25,8225,Mobile
7990,1586,2023-08-05,7120,Mobile
7991,1586,2023-01-07,4333,Tablet
7992,1587,2021-12-15,19719,Desktop
7993,1587,2016-08-11,2452,Desktop
7994,1588,2023-02-11,1275,Desktop
7995,1588,2022-09-10,3447,Tablet
7996,1588,2023-08-16,3439,Desktop
7997,1588,2023-10-25,2480,Desktop
7998,1589,2020-11-26,4819,Mobile
7999,1589,2020-03-25,11398,Desktop
8000,1589,2023-12-27,1042,Mobile
8001,1589,2020-03-23,4493,Desktop
8002,1590,2020-09-29,2601,Desktop
8003,1590,2023-07-13,948,Desktop
8004,1590,2020-01-05,2993,Desktop
8005,1591,2024-08-23,715,Desktop
8006,1591,2017-10-30,5644,Desktop
8007,1591,2021-03-26,13338,Desktop
8008,1592,2020-12-27,502,Mobile
8009,1592,2016-03-09,2878,Desktop
8010,1592,2011-04-12,2806,Desktop
8011,1592,2013-12-26,1321,Mobile
8012,1593,2024-07-27,13880,Desktop
8013,1593,2021-01-11,5525,Desktop
8014,1593,2021-12-19,13569,Mobile
8015,1593,2021-05-16,3891,Mobile
8016,1593,2017-05-07,864,Mobile
8017,1594,2022-03-09,4629,Mobile
8018,1594,2022-11-15,1008,Desktop
8019,1595,2024-06-30,823,Desktop
8020,1595,2024-12-29,1866,Mobile
8021,1595,2024-03-10,6948,Mobile
8022,1595,2024-05-23,7612,Mobile
8023,1595,2024-11-07,8398,Desktop
8024,1595,2024-09-18,1457,Desktop
8025,1595,2024-10-05,16054,Mobile
8026,1595,2023-11-17,6829,Desktop
8027,1596,2021-05-24,8123,Mobile
8028,1596,2024-09-28,30404,Mobile
8029,1596,2019-04-27,1816,Mobile
8030,1596,2021-04-11,3205,Tablet
8031,1596,2022-04-13,1490,Desktop
8032,1596,2021-12-03,6656,Desktop
8033,1596,2019-01-03,9368,Desktop
8034,1596,2021-05-26,4649,Desktop
8035,1597,2018-11-01,1827,Mobile
8036,1597,2019-10-17,4138,Mobile
8037,1597,2021-04-05,14649,Desktop
8038,1597,2024-11-30,5789,Desktop
8039,1597,2020-10-31,25751,Desktop
8040,1597,2020-08-26,3206,Mobile
8041,1597,2018-01-27,1066,Mobile
8042,1597,2019-08-12,6953,Desktop
8043,1597,2019-04-25,3068,Desktop
8044,1597,2021-10-20,5442,Mobile
8045,1597,2021-04-07,7884,Mobile
8046,1598,2022-07-03,20422,Desktop
8047,1598,2023-01-13,1082,Mobile
8048,1598,2022-05-22,5166,Desktop
8049,1598,2022-07-11,2279,Desktop
8050,1598,2024-07-13,3801,Desktop
8051,1598,2022-06-03,4151,Mobile
8052,1598,2023-10-11,2648,Desktop
8053,1599,2015-11-20,949,Desktop
8054,1599,2022-01-22,56582,Mobile
8055,1599,2020-07-21,4355,Desktop
8056,1599,2014-07-04,2037,Desktop
8057,1599,2014-01-24,4505,Desktop
8058,1599,2013-10-08,1056,Tablet
8059,1599,2018-09-24,9191,Mobile
8060,1599,2015-03-11,1690,Mobile
8061,1599,2013-04-30,85396,Desktop
8062,1599,2019-01-05,7747,Desktop
8063,1600,2019-05-20,1673,Tablet
8064,1600,2023-01-26,1982,Desktop
8065,1600,2014-11-20,5138,Mobile
8066,1600,2022-07-16,931,Mobile
8067,1600,2020-01-26,7189,Mobile
8068,1600,2023-09-09,14176,Mobile
8069,1600,2023-06-05,1700,Desktop
8070,1600,2013-06-21,1482,Desktop
8071,1601,2024-02-28,2886,Mobile
8072,1601,2024-09-06,5633,Mobile
8073,1601,2024-08-13,1232,Desktop
8074,1601,2024-07-12,8142,Mobile
8075,1601,2024-08-19,13777,Desktop
8076,1601,2024-07-19,7054,Mobile
8077,1602,2024-11-29,1367,Mobile
8078,1602,2024-10-04,26978,Desktop
8079,1602,2021-09-11,2013,Mobile
8080,1602,2024-09-18,2338,Desktop
8081,1602,2024-06-06,21052,Desktop
8082,1602,2022-02-13,2296,Mobile
8083,1602,2023-10-12,2784,Desktop
8084,1602,2020-11-26,11675,Mobile
8085,1603,2019-10-19,3990,Desktop
8086,1603,2020-05-26,3412,Mobile
8087,1603,2024-03-20,10696,Mobile
8088,1604,2024-02-26,1857,Desktop
8089,1604,2023-06-04,3039,Desktop
8090,1604,2021-07-03,4686,Mobile
8091,1604,2024-05-28,7826,Mobile
8092,1605,2020-01-03,1317,Desktop
8093,1605,2022-06-14,13073,Desktop
8094,1605,2024-06-11,429,Desktop
8095,1605,2022-10-19,19489,Desktop
8096,1605,2018-05-25,1301,Mobile
8097,1605,2020-02-01,20819,Mobile
8098,1605,2024-02-13,2950,Desktop
8099,1605,2020-05-06,2098,Mobile
8100,1605,2024-06-29,991,Desktop
8101,1606,2020-05-29,2380,Mobile
8102,1606,2020-02-09,2460,Mobile
8103,1606,2021-02-26,3935,Desktop
8104,1606,2015-12-06,756,Desktop
8105,1606,2023-06-09,973,Mobile
8106,1606,2020-10-17,3560,Desktop
8107,1606,2024-01-31,2306,Desktop
8108,1607,2023-05-17,950,Mobile
8109,1607,2024-05-30,167,Tablet
8110,1607,2024-09-22,3999,Desktop
8111,1607,2023-09-13,1501,Mobile
8112,1608,2019-03-15,1209,Mobile
8113,1608,2023-10-27,6848,Mobile
8114,1608,2018-12-21,1542,Desktop
8115,1609,2021-06-26,1771,Mobile
8116,1609,2020-05-10,1760,Mobile
8117,1609,2014-09-18,2183,Mobile
8118,1609,2019-01-19,1359,Desktop
8119,1610,2023-08-11,6213,Desktop
8120,1610,2021-04-18,1643,Mobile
8121,1610,2020-05-30,1211,Desktop
8122,1611,2017-05-26,37107,Tablet
8123,1611,2020-09-10,1185,Mobile
8124,1611,2013-10-16,659,Mobile
8125,1611,2020-04-13,6106,Desktop
8126,1611,2024-05-13,3936,Mobile
8127,1611,2018-11-01,1059,Tablet
8128,1611,2021-01-27,7946,Desktop
8129,1611,2021-04-19,4726,Mobile
8130,1611,2013-04-29,4482,Desktop
8131,1612,2017-07-27,520,Desktop
8132,1612,2024-09-19,2753,Mobile
8133,1612,2024-01-02,1338,Desktop
8134,1612,2012-06-05,2764,Desktop
8135,1612,2013-12-22,8150,Mobile
8136,1612,2020-11-21,1209,Desktop
8137,1612,2020-06-13,363,Desktop
8138,1612,2022-04-22,14024,Desktop
8139,1612,2019-06-10,3828,Desktop
8140,1613,2024-08-01,1363,Desktop
8141,1613,2021-09-30,9689,Mobile
8142,1613,2022-03-22,4285,Mobile
8143,1613,2018-01-08,2040,Tablet
8144,1614,2024-12-29,7494,Desktop
8145,1614,2024-11-18,492,Desktop
8146,1614,2024-01-16,1803,Desktop
8147,1614,2023-02-20,2771,Mobile
8148,1614,2023-06-28,8404,Mobile
8149,1614,2021-12-06,9093,Desktop
8150,1614,2024-10-03,14275,Desktop
8151,1615,2023-10-16,299,Desktop
8152,1615,2019-05-22,15070,Desktop
8153,1615,2019-02-11,10493,Desktop
8154,1615,2021-10-03,4515,Desktop
8155,1616,2018-12-27,10811,Mobile
8156,1616,2015-11-11,10580,Desktop
8157,1616,2015-08-03,705,Mobile
8158,1616,2019-05-25,1610,Desktop
8159,1617,2015-04-05,8747,Mobile
8160,1617,2022-04-28,2707,Mobile
8161,1617,2015-10-28,1384,Desktop
8162,1617,2017-05-08,325,Mobile
8163,1617,2019-11-24,4415,Desktop
8164,1617,2022-07-20,1744,Tablet
8165,1617,2015-02-08,3612,Desktop
8166,1618,2023-03-29,2250,Mobile
8167,1618,2024-12-08,44491,Desktop
8168,1618,2023-01-27,2905,Mobile
8169,1618,2024-09-13,4948,Desktop
8170,1618,2024-12-01,16281,Tablet
8171,1618,2023-03-07,3933,Mobile
8172,1618,2024-03-26,2658,Mobile
8173,1619,2023-11-11,16606,Desktop
8174,1619,2023-11-30,4183,Tablet
8175,1619,2021-06-22,4131,Mobile
8176,1619,2019-03-17,17039,Mobile
8177,1619,2017-05-15,557,Desktop
8178,1619,2020-10-05,382,Mobile
8179,1619,2018-10-26,7263,Mobile
8180,1620,2018-05-12,7398,Mobile
8181,1620,2017-07-07,586,Desktop
8182,1620,2018-01-06,1724,Mobile
8183,1620,2021-02-17,3027,Desktop
8184,1621,2021-08-11,4163,Desktop
8185,1621,2023-01-09,3430,Desktop
8186,1621,2021-02-19,125,Mobile
8187,1621,2020-10-08,3279,Desktop
8188,1621,2023-03-19,3206,Mobile
8189,1621,2020-11-21,5341,Tablet
8190,1621,2021-08-20,2675,Mobile
8191,1622,2018-04-12,1386,Desktop
8192,1622,2024-03-17,2223,Desktop
8193,1623,2021-09-26,8793,Desktop
8194,1623,2024-02-11,796,Mobile
8195,1623,2023-12-24,2267,Desktop
8196,1623,2023-11-22,1291,Mobile
8197,1624,2019-04-17,2564,Mobile
8198,1624,2024-01-03,1792,Mobile
8199,1624,2023-10-12,1271,Mobile
8200,1624,2020-10-30,5420,Desktop
8201,1624,2019-09-22,10193,Desktop
8202,1625,2022-09-06,14108,Desktop
8203,1625,2020-06-14,2515,Tablet
8204,1625,2023-06-18,2675,Mobile
8205,1625,2021-01-30,6972,Desktop
8206,1625,2021-04-20,2127,Desktop
8207,1626,2018-02-08,2253,Mobile
8208,1626,2015-01-09,4520,Desktop
8209,1626,2016-04-12,3909,Mobile
8210,1626,2015-09-15,898,Mobile
8211,1626,2020-10-21,4844,Desktop
8212,1626,2011-05-17,12266,Tablet
8213,1627,2021-04-13,3347,Desktop
8214,1627,2014-11-01,13943,Desktop
8215,1627,2018-11-09,4856,Desktop
8216,1627,2023-03-23,957,Desktop
8217,1627,2023-01-09,1104,Mobile
8218,1627,2020-07-15,9144,Tablet
8219,1627,2017-06-15,937,Desktop
8220,1628,2018-10-19,16746,Desktop
8221,1628,2020-08-13,3364,Desktop
8222,1628,2022-01-24,3029,Desktop
8223,1628,2021-02-21,6982,Desktop
8224,1628,2020-03-10,1523,Mobile
8225,1628,2018-05-27,18166,Desktop
8226,1628,2018-10-24,2673,Tablet
8227,1628,2021-07-11,3125,Desktop
8228,1628,2018-07-30,4978,Mobile
8229,1629,2021-01-04,1898,Desktop
8230,1629,2024-10-28,6007,Mobile
8231,1629,2023-12-11,16109,Desktop
8232,1629,2022-02-01,1852,Mobile
8233,1630,2016-01-08,5420,Mobile
8234,1630,2024-06-13,642,Mobile
8235,1630,2020-07-14,7248,Desktop
8236,1630,2021-01-29,1427,Desktop
8237,1630,2022-04-26,1209,Desktop
8238,1630,2021-01-13,1488,Mobile
8239,1630,2015-03-19,4494,Desktop
8240,1630,2023-07-02,763,Mobile
8241,1631,2022-09-07,2412,Tablet
8242,1631,2022-09-14,5026,Desktop
8243,1631,2020-06-18,1970,Mobile
8244,1631,2020-10-07,397,Tablet
8245,1631,2022-05-21,7393,Desktop
8246,1631,2021-05-23,3304,Desktop
8247,1632,2015-03-20,4280,Mobile
8248,1632,2017-07-06,2183,Mobile
8249,1632,2011-08-22,5453,Mobile
8250,1632,2023-07-19,9786,Desktop
8251,1632,2024-08-14,10883,Desktop
8252,1632,2015-03-06,3746,Desktop
8253,1634,2017-04-05,1790,Desktop
8254,1634,2024-04-20,5443,Desktop
8255,1634,2017-07-19,4256,Desktop
8256,1634,2012-07-09,3634,Desktop
8257,1634,2024-02-20,2756,Mobile
8258,1634,2024-08-25,797,Mobile
8259,1635,2018-02-22,12056,Mobile
8260,1635,2021-06-12,6729,Desktop
8261,1635,2022-04-05,9668,Desktop
8262,1635,2014-11-16,1025,Desktop
8263,1635,2015-05-10,5156,Tablet
8264,1635,2017-08-26,1702,Desktop
8265,1635,2015-08-24,3938,Mobile
8266,1635,2015-02-14,4695,Mobile
8267,1636,2020-12-14,7197,Desktop
8268,1636,2023-06-17,49356,Desktop
8269,1636,2023-06-22,1482,Desktop
8270,1637,2020-02-18,14371,Mobile
8271,1637,2022-05-13,5035,Mobile
8272,1637,2022-06-05,1982,Desktop
8273,1638,2021-08-30,3603,Mobile
8274,1638,2023-11-07,3262,Desktop
8275,1638,2012-04-20,838,Mobile
8276,1638,2022-07-27,10768,Desktop
8277,1638,2020-02-21,11336,Mobile
8278,1638,2016-03-11,556,Desktop
8279,1639,2023-04-21,1850,Desktop
8280,1639,2022-11-04,1204,Desktop
8281,1639,2014-12-28,1574,Mobile
8282,1639,2019-10-28,13020,Desktop
8283,1640,2017-08-01,7039,Desktop
8284,1640,2018-10-29,1850,Mobile
8285,1640,2016-01-05,2229,Desktop
8286,1641,2024-07-11,3508,Desktop
8287,1641,2023-05-19,1395,Desktop
8288,1642,2024-10-07,9304,Desktop
8289,1642,2023-08-31,3115,Mobile
8290,1642,2022-05-23,3215,Mobile
8291,1643,2023-11-04,2012,Desktop
8292,1643,2024-12-03,9000,Tablet
8293,1643,2024-04-13,4076,Mobile
8294,1643,2023-12-23,239,Desktop
8295,1643,2024-11-09,2045,Desktop
8296,1643,2022-04-08,2562,Tablet
8297,1644,2020-08-04,7156,Mobile
8298,1644,2022-11-02,2187,Desktop
8299,1644,2010-10-13,3878,Mobile
8300,1644,2021-05-31,483,Desktop
8301,1645,2024-02-27,1388,Desktop
8302,1645,2023-09-23,29876,Desktop
8303,1645,2024-04-16,7747,Mobile
8304,1645,2022-07-09,710,Mobile
8305,1646,2013-08-21,7540,Tablet
8306,1646,2017-06-23,7624,Desktop
8307,1646,2017-02-17,20965,Tablet
8308,1647,2020-10-01,5179,Desktop
8309,1648,2024-09-15,1330,Desktop
8310,1648,2023-12-26,759,Desktop
8311,1648,2023-02-09,1802,Mobile
8312,1648,2023-04-25,12218,Mobile
8313,1648,2023-05-19,20902,Desktop
8314,1649,2023-11-15,18281,Desktop
8315,1649,2022-10-28,1712,Desktop
8316,1649,2021-05-07,2757,Desktop
8317,1649,2023-01-21,1876,Tablet
8318,1650,2024-08-03,6058,Desktop
8319,1650,2024-01-23,2772,Mobile
8320,1650,2024-12-04,137,Mobile
8321,1650,2024-09-19,3641,Desktop
8322,1650,2024-10-04,428,Mobile
8323,1650,2024-04-20,2140,Desktop
8324,1650,2024-04-13,1299,Mobile
8325,1650,2024-05-03,1428,Tablet
8326,1650,2024-12-25,2651,Mobile
8327,1651,2021-09-25,2547,Mobile
8328,1651,2024-09-08,554,Desktop
8329,1651,2015-11-24,8666,Mobile
8330,1652,2023-03-18,881,Mobile
8331,1652,2020-10-20,1490,Mobile
8332,1652,2024-04-29,5596,Mobile
8333,1652,2023-05-24,1614,Desktop
8334,1652,2021-09-23,696,Mobile
8335,1652,2023-05-30,4718,Desktop
8336,1653,2024-07-25,2103,Desktop
8337,1653,2023-06-29,10998,Desktop
8338,1653,2024-05-14,1813,Desktop
8339,1653,2023-05-17,9469,Mobile
8340,1653,2023-12-17,3264,Tablet
8341,1653,2023-06-27,7296,Mobile
8342,1653,2024-07-02,15311,Mobile
8343,1654,2024-04-18,9242,Mobile
8344,1654,2024-06-23,27552,Mobile
8345,1654,2023-10-27,1978,Tablet
8346,1655,2014-04-15,1081,Desktop
8347,1655,2019-10-06,10344,Desktop
8348,1655,2015-02-21,2012,Desktop
8349,1655,2013-10-30,3781,Mobile
8350,1655,2016-05-24,5775,Mobile
8351,1655,2022-01-27,2782,Mobile
8352,1656,2023-01-30,9734,Desktop
8353,1656,2020-04-08,7005,Desktop
8354,1656,2018-12-14,2689,Desktop
8355,1656,2024-08-17,5984,Tablet
8356,1657,2016-05-24,4510,Mobile
8357,1657,2024-12-09,1593,Desktop
8358,1657,2021-05-10,3807,Desktop
8359,1657,2016-04-28,3739,Desktop
8360,1657,2018-02-13,7781,Desktop
8361,1657,2022-11-11,801,Desktop
8362,1657,2020-09-06,4795,Desktop
8363,1657,2021-09-15,15227,Desktop
8364,1658,2024-01-05,6544,Mobile
8365,1658,2023-09-23,597,Mobile
8366,1658,2024-04-04,8908,Desktop
8367,1658,2023-11-01,845,Desktop
8368,1659,2024-10-20,5893,Desktop
8369,1659,2022-08-01,8425,Mobile
8370,1659,2024-07-08,23552,Desktop
8371,1659,2023-09-23,6906,Desktop
8372,1659,2022-12-11,10634,Desktop
8373,1659,2023-02-26,10929,Desktop
8374,1659,2022-11-03,2339,Mobile
8375,1660,2023-03-13,1707,Mobile
8376,1660,2013-12-25,7684,Mobile
8377,1660,2019-09-23,1317,Desktop
8378,1660,2023-07-03,1040,Desktop
8379,1660,2015-03-08,3096,Desktop
8380,1660,2019-01-17,22700,Mobile
8381,1660,2023-02-24,2031,Desktop
8382,1660,2021-11-25,15303,Desktop
8383,1661,2017-11-12,1435,Tablet
8384,1661,2024-05-12,3562,Mobile
8385,1661,2020-12-12,9312,Desktop
8386,1662,2012-06-22,1309,Mobile
8387,1662,2018-12-22,1804,Mobile
8388,1662,2017-03-16,3078,Desktop
8389,1662,2014-11-13,1986,Tablet
8390,1662,2022-10-19,17539,Mobile
8391,1663,2013-08-20,1217,Desktop
8392,1663,2017-05-15,1185,Mobile
8393,1663,2020-06-09,1170,Desktop
8394,1664,2016-05-01,1369,Desktop
8395,1664,2021-06-29,3499,Desktop
8396,1664,2022-03-18,4189,Desktop
8397,1664,2019-05-09,2076,Desktop
8398,1664,2016-09-22,1753,Mobile
8399,1664,2022-11-07,6834,Desktop
8400,1664,2024-07-21,2775,Mobile
8401,1665,2023-11-03,3154,Desktop
8402,1665,2020-12-28,539,Desktop
8403,1665,2020-10-21,3346,Desktop
8404,1665,2022-10-24,2890,Mobile
8405,1665,2021-11-13,83,Mobile
8406,1665,2019-11-09,2130,Tablet
8407,1665,2021-11-11,4101,Mobile
8408,1665,2022-09-06,2476,Desktop
8409,1666,2019-07-12,2293,Desktop
8410,1666,2021-11-21,3840,Desktop
8411,1667,2020-02-17,16236,Tablet
8412,1667,2024-08-11,1243,Mobile
8413,1667,2021-04-20,4656,Mobile
8414,1667,2019-07-02,5020,Desktop
8415,1667,2018-10-16,2290,Mobile
8416,1667,2022-11-22,9049,Mobile
8417,1668,2015-09-17,1013,Desktop
8418,1668,2022-08-20,3304,Desktop
8419,1668,2017-12-04,1074,Desktop
8420,1668,2021-10-26,549,Desktop
8421,1668,2011-03-21,554,Mobile
8422,1668,2012-08-19,6927,Desktop
8423,1668,2011-12-09,16379,Desktop
8424,1668,2022-05-01,1419,Desktop
